$GNRMC,120000.00,A,3530.000,N,13942.000,E,12.4,90.0,230926,,,A*49
!AIVDO,1,1,,A,16K@N1wP1t9wLkPDCcd3Q2l1P000,0*61
$GNRMC,120001.00,A,3530.020,N,13942.025,E,12.4,90.0,230926,,,A*4D
!AIVDO,1,1,,A,16K@N1wP1t9wLtpDCd`3Q2l1P000,0*5D
$GNRMC,120002.00,A,3530.040,N,13942.050,E,12.4,90.0,230926,,,A*4A
!AIVDO,1,1,,A,16K@N1wP1t9wM6@DCeT3Q2l1P000,0*1B
$GNRMC,120003.00,A,3530.060,N,13942.075,E,12.4,90.0,230926,,,A*4E
!AIVDO,1,1,,A,16K@N1wP1t9wM?`DCfP3Q2l1P000,0*35
$GNRMC,120004.00,A,3530.080,N,13942.100,E,12.4,90.0,230926,,,A*44
!AIVDO,1,1,,A,16K@N1wP1t9wMI0DCgL3Q2l1P000,0*0E
$GNRMC,120005.00,A,3530.100,N,13942.125,E,12.4,90.0,230926,,,A*4B
!AIVDO,1,1,,A,16K@N1wP1t9wMRHDChH3Q2l1P000,0*66
$GNRMC,120006.00,A,3530.120,N,13942.150,E,12.4,90.0,230926,,,A*48
!AIVDO,1,1,,A,16K@N1wP1t9wMchDCiD3Q2l1P000,0*7A
$GNRMC,120007.00,A,3530.140,N,13942.175,E,12.4,90.0,230926,,,A*48
!AIVDO,1,1,,A,16K@N1wP1t9wMm8DCj@3Q2l1P000,0*23
$GNRMC,120008.00,A,3530.160,N,13942.200,E,12.4,90.0,230926,,,A*44
!AIVDO,1,1,,A,16K@N1wP1t9wMvPDCk<3Q2l1P000,0*2D
$GNRMC,120009.00,A,3530.180,N,13942.225,E,12.4,90.0,230926,,,A*4C
!AIVDO,1,1,,A,16K@N1wP1t9wN7pDCl83Q2l1P000,0*4C
$GNRMC,120010.00,A,3530.200,N,13942.250,E,12.4,90.0,230926,,,A*4D
!AIVDO,1,1,,A,16K@N1wP1t9wNA@DCm43Q2l1P000,0*07
$GNRMC,120011.00,A,3530.220,N,13942.275,E,12.4,90.0,230926,,,A*49
!AIVDO,1,1,,A,16K@N1wP1t9wNJ`DCn03Q2l1P000,0*2B
$GNRMC,120012.00,A,3530.240,N,13942.300,E,12.4,90.0,230926,,,A*4F
!AIVDO,1,1,,A,16K@N1wP1t9wNT0DCnt3Q2l1P000,0*21
$GNRMC,120013.00,A,3530.260,N,13942.325,E,12.4,90.0,230926,,,A*4B
!AIVDO,1,1,,A,16K@N1wP1t9wNeHDCop3Q2l1P000,0*6D
$GNRMC,120014.00,A,3530.280,N,13942.350,E,12.4,90.0,230926,,,A*40
!AIVDO,1,1,,A,16K@N1wP1t9wNnhDCpl3Q2l1P000,0*45
$GNRMC,120015.00,A,3530.300,N,13942.375,E,12.4,90.0,230926,,,A*4F
!AIVDO,1,1,,A,16K@N1wP1t9wO08DCqh3Q2l1P000,0*4F
$GNRMC,120016.00,A,3530.320,N,13942.400,E,12.4,90.0,230926,,,A*4B
!AIVDO,1,1,,A,16K@N1wP1t9wO9PDCrd3Q2l1P000,0*21
$GNRMC,120017.00,A,3530.340,N,13942.425,E,12.4,90.0,230926,,,A*4B
!AIVDO,1,1,,A,16K@N1wP1t9wOBpDCs`3Q2l1P000,0*7F
$GNRMC,120018.00,A,3530.360,N,13942.450,E,12.4,90.0,230926,,,A*44
!AIVDO,1,1,,A,16K@N1wP1t9wOL@DCtT3Q2l1P000,0*72
$GNRMC,120019.00,A,3530.380,N,13942.475,E,12.4,90.0,230926,,,A*4C
!AIVDO,1,1,,A,16K@N1wP1t9wOU`DCuP3Q2l1P000,0*4E
!AIVDO,2,1,0,A,56K@N1h00000@Dlt000plD60@Dlt0000000000166@D770000053jnCh0000,0*7A
!AIVDO,2,2,0,A,00000000000,2*26
$GPGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,*00
